,experiment462,experiment461,experiment460,experiment459,experiment458,experiment457,experiment456,experiment455,experiment454,experiment453,experiment452,experiment451,experiment450,experiment449,experiment448,experiment447,experiment446,experiment445,experiment444,experiment443,experiment442,experiment441,experiment440,experiment439,experiment438,experiment437,experiment436,experiment435,experiment434,experiment433,experiment432,experiment431,experiment430,experiment429,experiment428,experiment427,experiment426,experiment425,experiment424,experiment423,experiment422,experiment421,experiment420,experiment419,experiment418,experiment417,experiment416,experiment415,experiment414,experiment413,experiment412,experiment411,experiment410,experiment409,experiment408,experiment407,experiment406,experiment405,experiment404,experiment403,experiment402,experiment401,experiment400,experiment399,experiment398,experiment397,experiment396,experiment395,experiment394,experiment393,experiment392,experiment391,experiment390,experiment389,experiment388,experiment387,experiment386,experiment385,experiment384,experiment383,experiment382,experiment381,experiment380,experiment379,experiment378,experiment377,experiment376,experiment375,experiment374,experiment373,experiment372,experiment371,experiment370,experiment369,experiment368,experiment367,experiment366,experiment365,experiment364,experiment363,experiment362,experiment361,experiment360,experiment359,experiment358,experiment357,experiment356,experiment355,experiment354,experiment353,experiment352,experiment351,experiment350,experiment349,experiment348,experiment347,experiment346,experiment345,experiment344,experiment343,experiment342,experiment341,experiment340,experiment339,experiment338,experiment337,experiment336,experiment335,experiment334,experiment333,experiment332,experiment331,experiment330,experiment329,experiment328,experiment327,experiment326,experiment325,experiment324,experiment323,experiment322,experiment321,experiment320,experiment319,experiment318,experiment317,experiment316,experiment315,experiment314,experiment313,experiment312,experiment311,experiment310,experiment309,experiment308,experiment307,experiment306,experiment305,experiment304,experiment303,experiment302,experiment301,experiment300,experiment299,experiment298,experiment297,experiment296,experiment295,experiment294,experiment293,experiment292,experiment291,experiment290,experiment289,experiment288,experiment287,experiment286,experiment285,experiment284,experiment283,experiment282,experiment281,experiment280,experiment279,experiment278,experiment277,experiment276,experiment275,experiment274,experiment273,experiment272,experiment271,experiment270,experiment269,experiment268,experiment267,experiment266,experiment265,experiment264,experiment263,experiment262,experiment261,experiment260,experiment259,experiment258,experiment257,experiment256,experiment255,experiment254,experiment253,experiment252,experiment251,experiment250,experiment249,experiment248,experiment247,experiment246,experiment245,experiment244,experiment243,experiment242,experiment241,experiment240,experiment239,experiment238,experiment237,experiment236,experiment235,experiment234,experiment233,experiment232,experiment231,experiment230,experiment229,experiment228,experiment227,experiment226,experiment225,experiment224,experiment223,experiment222,experiment221,experiment220,experiment219,experiment218,experiment217,experiment216,experiment215,experiment214,experiment213,experiment212,experiment211,experiment210,experiment209,experiment208,experiment207,experiment206,experiment205,experiment204,experiment203,experiment202,experiment201,experiment200,experiment199,experiment198,experiment197,experiment196,experiment195,experiment194,experiment193,experiment192,experiment191,experiment190,experiment189,experiment188,experiment187,experiment186,experiment185,experiment184,experiment183,experiment182,experiment181,experiment180,experiment179,experiment178,experiment177,experiment176,experiment175,experiment174,experiment173,experiment172,experiment171,experiment170,experiment169,experiment168,experiment167,experiment166,experiment165,experiment164,experiment163,experiment162,experiment161,experiment160,experiment159,experiment158,experiment157,experiment156,experiment155,experiment154,experiment153,experiment152,experiment151,experiment150,experiment149,experiment148,experiment147,experiment146,experiment145,experiment144,experiment143,experiment142,experiment141,experiment140,experiment139,experiment138,experiment137,experiment136,experiment135,experiment134,experiment133,experiment132,experiment131,experiment130,experiment129,experiment128,experiment127,experiment126,experiment125,experiment124,experiment123,experiment122,experiment121,experiment120,experiment119,experiment118,experiment117,experiment116,experiment115,experiment114,experiment113,experiment112,experiment111,experiment110,experiment109,experiment108,experiment107,experiment106,experiment105,experiment104,experiment103,experiment102,experiment101,experiment100,experiment99,experiment98,experiment97,experiment96,experiment95,experiment94,experiment93,experiment92,experiment91,experiment90,experiment89,experiment88,experiment87,experiment86,experiment85,experiment84,experiment83,experiment82,experiment81,experiment80,experiment79,experiment78,experiment77,experiment76,experiment75,experiment74,experiment73,experiment72,experiment71,experiment70,experiment69,experiment68,experiment67,experiment66,experiment65,experiment64,experiment63,experiment62,experiment61,experiment60,experiment59,experiment58,experiment57,experiment56,experiment55,experiment54,experiment53,experiment52,experiment51,experiment50,experiment49,experiment48,experiment47,experiment46,experiment45,experiment44,experiment43,experiment42,experiment41,experiment40,experiment39,experiment38,experiment37,experiment36,experiment35,experiment34,experiment33,experiment32,experiment31,experiment30,experiment29,experiment28,experiment27,experiment26,experiment25,experiment24,experiment23,experiment22,experiment21,experiment20,experiment19,experiment18,experiment17,experiment16,experiment15,experiment14,experiment13,experiment12,experiment11,experiment10,experiment9,experiment8,experiment7,experiment6,experiment5,experiment4,experiment3,experiment2,experiment1,experiment0
142,92,41,26,20,38,30,98,30,90,20,20,34,98,41,7,49,23,32,22,49,98,86,49,82,89,76,66,81,57,44,74,41,28,38,39,85,52,48,20,84,24,70,66,36,44,7,59,29,11,18,26,89,15,96,16,60,24,32,35,5,40,72,90,36,85,23,24,98,19,57,16,71,40,98,80,33,99,75,46,41,65,33,24,28,30,73,40,32,75,33,80,66,81,22,32,27,50,26,25,54,30,58,26,30,36,67,45,39,35,65,36,38,23,42,24,61,62,31,68,46,45,17,94,17,24,37,66,82,99,37,29,91,22,26,42,36,61,34,38,34,75,88,46,12,30,69,80,36,49,65,29,36,36,37,77,26,26,50,56,50,33,14,36,42,5,36,90,54,55,21,3,22,24,41,55,14,45,84,98,33,32,47,19,33,49,47,3,44,41,35,56,25,85,96,53,56,87,36,98,30,36,48,5,3,58,98,62,32,28,54,33,42,96,84,37,76,26,83,94,33,56,64,76,34,65,43,28,66,22,80,38,67,43,44,83,27,26,21,23,68,53,22,52,11,44,23,40,88,66,64,56,44,72,31,19,46,84,84,44,85,52,44,30,37,46,56,40,21,28,76,51,22,36,83,34,26,26,13,31,49,24,30,47,29,35,32,17,27,80,99,28,29,12,27,60,30,37,56,72,33,51,22,46,29,36,89,32,24,28,52,11,61,56,21,98,48,59,38,24,81,19,36,50,18,89,44,81,21,42,92,79,20,40,55,73,40,15,34,40,5,74,82,42,19,86,86,53,34,34,20,59,26,18,94,23,24,85,36,18,84,55,48,16,33,41,96,27,22,19,88,36,92,43,14,24,28,33,64,22,33,22,61,80,30,24,29,55,82,90,26,16,52,14,35,30,35,33,26,71,40,24,63,12,98,97,58,8,28,24,30,30,42,97,22,88,48,15,34,14,48,28,22,31,40,44,40,21,66,40,36,82,75,52,35,20,98,99,93,55,85,44,25,19,93,21,45,77,25,35,42,59,34,32,65,23,9,31,18,23,59,36,43,13
143,52,61,43,19,38,30,89,14,98,20,20,32,94,95,20,51,20,34,33,25,99,84,16,80,89,77,55,80,78,43,74,64,29,28,34,85,52,48,23,86,59,70,67,36,44,7,58,29,11,18,28,92,15,96,16,23,24,40,35,14,86,68,90,36,85,50,24,98,19,53,14,72,52,25,90,37,27,86,47,95,70,33,24,30,24,44,58,32,76,32,80,66,78,22,32,13,28,27,29,56,28,35,32,46,34,35,27,32,70,64,44,38,26,42,24,84,32,39,68,48,53,28,92,17,24,37,66,78,98,42,29,95,22,27,40,42,28,31,21,34,86,40,44,13,30,63,80,34,40,52,27,30,36,67,79,24,26,55,54,89,34,12,33,19,7,42,86,75,63,22,19,18,28,43,55,46,46,83,92,32,32,46,95,43,47,47,3,44,41,35,56,25,85,96,53,84,86,47,98,30,35,40,6,92,58,99,34,32,28,55,34,31,88,83,45,77,21,83,82,30,69,59,76,33,39,82,25,66,28,62,40,62,35,43,91,22,51,20,23,68,50,22,48,11,79,23,40,84,32,52,56,75,72,33,17,46,81,36,50,76,48,55,36,38,63,33,38,21,28,64,51,22,35,73,34,26,24,60,32,51,24,30,48,28,38,34,25,44,81,97,28,29,12,26,60,30,40,56,17,52,51,28,44,26,46,7,84,88,34,51,11,64,30,21,98,77,75,38,24,81,19,35,54,17,34,20,40,32,38,98,35,16,40,54,66,36,15,36,57,34,74,91,48,19,36,84,54,86,34,21,32,23,18,63,23,27,89,36,18,85,61,48,16,16,41,97,27,16,19,70,17,96,42,14,28,36,87,60,25,32,39,58,80,34,53,28,85,84,38,23,16,52,31,45,30,35,33,37,82,40,24,63,12,30,32,52,5,38,22,30,30,43,97,21,90,50,17,30,13,46,28,23,31,40,38,40,27,66,67,36,84,33,52,35,18,98,99,37,55,77,44,23,23,89,21,35,76,27,35,47,56,19,31,69,21,60,31,18,23,59,36,36,11
144,52,61,26,19,54,34,94,46,99,16,20,34,4,42,20,51,20,33,32,25,87,85,12,73,87,65,48,99,78,39,62,64,28,36,37,84,52,50,20,86,47,73,66,36,44,61,57,22,11,18,28,90,44,96,19,23,20,45,34,14,38,72,90,38,26,50,26,42,21,53,16,72,37,27,91,37,27,44,47,96,70,27,22,30,34,56,85,32,61,23,89,62,81,20,33,32,31,27,29,52,30,15,33,46,34,68,27,76,64,64,46,38,49,29,28,61,32,21,68,48,43,17,92,24,97,29,67,83,99,42,30,91,28,80,42,51,79,31,40,34,74,40,44,11,28,59,80,34,40,52,32,30,66,61,80,24,26,74,54,21,33,43,37,31,5,42,86,54,65,26,3,22,24,35,57,46,34,83,89,34,32,31,95,45,42,40,3,30,42,39,57,75,86,96,80,73,91,47,98,30,33,38,49,94,58,99,34,86,46,69,37,31,86,82,28,77,32,79,64,30,69,58,55,32,60,43,26,64,61,74,38,62,43,44,83,32,51,20,23,70,50,38,48,11,79,24,87,97,32,54,44,46,76,25,20,40,80,34,37,79,52,55,76,34,45,34,38,20,31,70,51,22,36,9,36,26,24,63,32,51,34,30,52,19,36,34,17,25,76,97,28,29,77,26,61,56,17,57,17,34,24,22,44,26,64,89,19,20,34,48,11,61,54,21,97,47,34,38,23,81,96,36,36,18,78,28,18,32,44,98,35,21,40,60,82,40,15,93,40,8,74,72,42,64,38,78,49,40,34,27,32,13,19,63,23,25,54,36,17,84,63,48,15,19,38,96,32,18,20,58,17,94,38,14,28,28,87,56,18,32,96,53,80,34,53,28,24,84,19,26,24,52,32,57,30,41,34,37,82,49,34,67,12,35,32,52,5,36,20,30,28,45,96,20,88,50,16,30,21,42,25,24,33,40,38,25,22,66,40,19,82,59,57,33,26,98,84,37,3,75,44,23,26,42,21,47,75,27,26,45,52,28,32,65,21,56,40,19,32,59,38,36,11
145,53,26,26,19,36,34,90,44,99,20,9,62,3,43,9,52,21,94,32,24,96,86,16,75,90,64,56,83,65,83,64,42,28,36,39,85,52,50,28,86,56,71,65,36,44,7,59,78,9,18,28,79,44,98,16,72,18,31,34,5,46,74,92,38,26,38,26,86,24,43,20,73,38,25,92,44,38,82,47,45,70,27,24,30,25,68,86,29,64,23,82,64,81,22,40,32,35,29,30,54,69,15,19,46,35,68,43,57,17,63,45,38,31,35,24,86,31,31,68,48,80,17,90,23,97,29,68,83,98,44,30,95,18,99,40,42,28,31,42,30,66,40,44,11,28,61,66,34,38,52,32,30,36,37,81,24,26,50,59,93,33,11,37,19,5,42,79,75,45,24,19,18,24,35,81,46,34,83,73,32,31,33,19,45,42,41,3,30,41,39,44,30,88,95,54,75,87,47,98,30,31,42,6,96,58,98,34,91,28,69,30,37,82,84,38,32,32,79,64,28,69,68,72,32,65,82,26,65,69,47,29,57,44,44,71,34,57,20,29,70,32,38,58,86,84,91,87,97,32,52,43,91,75,36,22,46,80,34,35,79,51,44,77,34,36,28,46,20,27,66,51,22,36,9,36,26,24,78,35,51,54,30,54,19,13,34,17,40,76,98,28,29,96,26,60,31,35,66,18,22,51,22,44,26,65,92,19,20,26,48,11,61,58,21,99,79,62,36,25,81,72,36,54,17,18,28,18,55,44,80,35,20,40,61,82,40,16,93,64,8,74,45,42,62,24,78,65,66,36,20,65,24,19,28,23,25,12,36,17,94,63,42,8,18,50,54,32,20,20,57,16,96,38,14,30,36,22,56,14,33,96,53,80,34,53,32,81,9,24,23,22,26,29,59,30,74,33,36,82,40,36,64,13,31,27,69,7,30,20,30,28,45,96,20,86,48,16,36,13,42,25,24,37,40,36,24,25,66,40,19,84,59,63,33,26,98,84,37,3,32,28,25,22,29,21,46,74,66,40,45,20,28,31,21,23,52,37,19,44,61,36,43,11
146,53,26,16,32,38,31,39,45,99,81,17,66,3,43,9,47,21,94,21,24,97,86,57,81,90,65,66,85,75,83,64,37,28,23,39,90,52,50,28,84,48,71,65,41,23,7,57,72,9,13,24,14,15,82,16,39,20,31,29,57,85,74,93,38,26,49,26,86,23,42,16,73,38,98,93,44,29,82,47,70,71,33,77,27,30,56,86,29,81,28,75,62,80,60,32,16,36,29,30,52,55,39,19,26,44,58,27,76,17,57,45,57,39,42,25,86,30,31,68,44,53,27,31,25,97,12,66,83,98,44,30,95,22,29,52,42,64,31,42,16,84,38,65,11,28,63,67,36,38,52,32,30,36,53,86,26,26,66,53,21,39,12,34,19,7,83,30,30,31,24,5,15,22,35,59,32,34,83,89,32,34,33,31,35,48,43,3,43,44,37,44,30,74,83,51,29,82,36,87,30,33,42,6,96,58,99,34,87,27,55,30,36,82,80,38,94,21,87,83,28,69,68,72,32,66,94,28,66,69,49,30,28,43,44,86,28,24,20,30,70,32,22,58,86,81,21,92,97,36,43,48,93,66,34,20,52,80,32,38,78,50,57,77,40,36,20,46,20,27,56,51,22,36,9,38,26,26,74,32,51,35,30,54,71,17,34,48,44,76,99,28,27,29,38,55,26,35,58,17,49,52,32,42,26,37,92,24,20,35,53,11,62,58,21,99,81,34,38,25,81,82,38,33,17,38,20,41,21,42,78,35,19,40,46,83,40,15,95,40,5,74,92,42,92,24,80,52,64,26,26,23,13,19,28,19,25,12,36,17,86,63,44,8,35,50,36,32,22,50,58,16,94,39,14,26,36,22,56,59,32,96,58,76,25,24,32,63,85,24,21,32,26,13,47,30,43,33,58,86,40,36,17,13,32,29,93,7,30,15,41,17,45,97,20,36,48,33,36,19,42,28,14,38,40,36,23,29,66,70,30,84,89,64,33,26,84,72,32,3,77,28,25,50,60,21,41,77,77,40,28,20,75,48,20,34,12,36,19,61,61,36,41,21
147,53,62,16,28,38,34,39,46,94,21,91,64,3,39,12,46,20,96,28,24,99,86,50,82,90,34,85,30,72,84,64,40,33,23,46,38,40,50,25,19,60,65,81,43,23,7,52,72,9,14,28,17,44,84,16,23,23,31,29,56,86,78,94,39,26,48,26,40,23,46,16,74,38,25,93,44,38,76,49,47,71,33,77,27,30,56,40,32,84,29,87,64,80,60,41,16,82,30,30,54,73,58,19,46,44,64,27,27,17,43,32,38,50,42,24,63,20,31,68,43,53,27,33,28,97,12,65,77,98,44,42,95,24,97,42,40,64,31,42,32,9,29,65,11,28,21,65,48,40,52,28,28,37,57,81,26,26,66,59,21,33,11,38,31,7,84,30,75,63,27,5,18,32,50,54,32,32,83,88,32,31,30,31,34,51,40,3,46,45,43,53,26,74,33,73,59,86,43,98,30,33,42,45,49,58,99,35,83,31,69,33,42,78,80,38,31,32,98,84,44,69,63,81,32,88,94,36,64,68,63,40,30,35,40,72,18,24,20,29,68,32,22,52,9,84,21,90,97,36,23,50,47,66,32,86,53,80,34,38,78,52,57,74,40,36,26,46,20,31,60,48,22,80,71,36,26,32,74,24,22,21,30,56,41,15,34,25,24,76,98,26,27,86,36,60,32,35,32,17,30,24,32,44,26,32,92,24,20,58,51,17,62,84,21,99,81,75,40,25,82,74,79,50,17,38,22,41,90,44,72,28,21,40,60,16,36,15,95,40,5,74,92,39,93,24,89,51,88,26,18,65,98,19,43,22,25,12,36,32,86,49,42,8,35,36,50,32,22,20,72,16,92,44,37,26,36,16,56,59,35,99,58,80,24,24,32,52,85,26,24,22,40,13,88,30,41,34,27,86,42,36,61,13,31,27,50,7,30,16,41,28,45,98,91,77,24,20,32,19,29,30,14,42,40,36,23,23,65,70,36,68,89,35,33,26,88,74,36,3,79,27,23,19,41,21,87,83,77,25,42,22,33,45,6,32,58,37,32,59,61,36,62,21
148,22,62,16,19,37,30,42,48,94,21,92,34,68,54,75,51,25,96,28,24,96,86,25,81,18,34,86,30,53,85,36,40,30,25,46,18,25,50,21,61,56,69,82,70,26,23,52,82,9,14,30,15,28,84,18,62,23,32,34,57,85,72,94,39,88,42,26,35,25,43,16,73,36,25,93,46,67,77,49,49,72,33,77,38,33,56,40,29,84,28,83,64,82,22,41,16,84,30,36,54,73,37,19,31,36,45,27,27,17,15,32,37,50,42,28,69,30,75,72,43,57,27,41,31,20,12,89,77,98,86,30,93,24,31,42,38,64,31,40,34,85,31,44,11,24,58,68,48,40,52,29,30,36,58,80,26,66,66,59,21,41,14,38,32,7,85,30,29,64,27,48,18,33,45,94,30,33,83,89,32,26,37,19,35,42,40,3,30,43,42,44,75,59,48,80,72,88,76,98,30,34,42,5,55,58,99,47,83,31,64,44,42,80,87,38,31,32,87,77,44,69,65,67,34,44,96,27,41,22,63,30,32,25,46,72,28,24,20,29,69,32,20,52,44,79,19,90,3,36,23,48,89,66,32,87,54,82,32,38,82,54,44,79,48,36,28,46,17,24,60,42,22,38,81,36,22,26,74,33,21,35,30,48,17,15,34,47,24,84,98,90,27,86,36,60,32,56,33,17,34,24,22,44,25,70,92,24,20,58,51,16,62,56,21,99,26,76,38,25,82,19,38,33,17,21,20,45,22,42,76,36,21,40,60,17,84,16,97,40,5,68,42,39,94,24,90,52,89,26,18,65,24,19,46,23,25,12,36,32,86,54,42,8,35,50,54,32,18,77,69,16,95,44,18,26,36,23,56,17,36,99,80,80,24,24,32,24,85,59,24,16,36,13,51,30,76,37,28,78,42,42,12,13,31,32,50,72,29,16,42,27,15,98,91,78,48,20,24,19,29,30,14,37,40,36,23,24,65,70,19,84,89,34,32,26,29,74,28,3,75,43,18,28,60,21,88,82,72,26,28,20,75,48,30,15,58,37,19,59,93,38,47,11
149,30,36,16,32,36,32,67,48,86,17,94,36,68,54,79,60,41,96,28,24,89,84,50,81,92,34,65,30,82,86,26,42,30,36,46,88,25,46,21,61,35,69,82,75,26,7,42,82,11,13,28,89,44,82,18,62,32,31,38,44,86,7,99,39,88,48,26,35,25,46,16,51,37,96,93,38,51,37,49,36,71,34,78,33,36,56,40,63,85,28,83,68,84,22,41,65,36,31,41,54,73,58,32,26,37,45,48,61,17,17,40,38,52,42,85,79,30,37,56,42,53,15,32,31,17,12,88,77,98,87,42,97,28,30,42,47,66,31,36,34,9,34,36,11,24,25,18,38,38,44,30,28,25,60,83,26,66,66,48,21,41,11,38,33,5,86,50,30,53,24,48,18,48,24,97,30,46,87,82,32,35,29,19,37,42,41,3,42,48,41,44,80,42,34,81,59,89,36,99,32,34,43,45,46,58,98,35,32,42,64,33,42,88,87,38,30,32,87,88,44,34,66,73,34,70,96,74,68,72,88,36,30,44,46,72,28,24,20,38,58,32,20,34,9,95,19,92,98,44,23,49,35,72,27,87,52,80,32,42,82,54,46,59,41,36,33,46,17,24,66,51,22,38,88,39,26,26,74,36,21,23,30,47,30,15,36,25,48,83,90,90,41,87,36,56,34,56,32,17,30,21,22,44,40,67,92,31,97,59,51,10,44,57,58,35,81,36,38,25,81,19,38,55,17,21,20,41,22,86,75,36,21,40,64,19,38,15,96,37,5,68,88,39,41,24,88,62,89,26,10,73,24,19,15,23,39,12,38,18,84,54,42,8,35,50,94,32,22,20,92,16,98,83,18,24,36,17,56,13,36,99,70,80,30,19,32,24,85,63,30,32,28,13,57,30,41,45,34,75,44,42,61,22,32,28,88,15,96,16,42,28,45,99,89,88,48,20,24,19,29,68,44,34,33,38,23,24,65,38,28,84,85,83,33,98,30,86,27,54,34,43,16,28,42,23,89,37,70,42,26,20,66,45,16,23,12,36,19,61,67,40,47,11
150,31,42,16,32,36,44,38,40,96,21,93,66,78,54,77,46,41,96,37,24,96,88,16,81,99,20,76,30,81,92,36,40,30,38,46,5,22,48,26,61,40,71,28,46,36,82,77,82,11,14,30,95,44,63,17,23,24,34,38,21,40,68,98,40,90,38,32,35,20,43,22,3,36,98,71,38,27,81,49,36,74,31,71,40,30,86,40,64,57,34,96,64,84,15,32,49,35,31,42,54,73,38,19,30,36,33,46,61,17,65,32,36,52,41,28,80,21,76,82,42,45,17,39,38,99,39,90,77,99,44,42,99,28,26,42,43,66,31,37,34,28,38,74,11,24,67,5,38,40,43,30,28,38,69,82,26,66,48,48,94,41,11,32,33,5,80,51,95,55,24,48,18,48,41,97,93,46,83,75,32,35,29,19,37,42,39,3,42,45,39,44,76,66,51,54,59,90,36,98,36,34,44,45,60,60,98,35,32,46,70,35,40,91,96,38,28,32,87,81,38,32,7,67,32,68,94,75,82,72,89,36,60,47,46,73,28,23,21,69,55,39,20,77,9,94,19,40,97,44,5,49,28,66,27,22,54,80,22,42,84,54,42,76,36,36,33,46,18,24,62,32,22,36,99,38,28,32,51,26,51,54,30,52,30,15,36,48,45,11,90,66,26,88,36,56,34,36,33,17,34,21,22,44,29,64,92,31,98,58,51,42,44,57,55,31,81,37,36,23,6,19,38,40,17,21,42,41,23,42,28,36,21,40,64,18,36,17,96,40,5,68,40,42,41,20,88,75,90,26,10,74,14,22,16,8,41,60,40,32,86,54,42,8,63,50,94,92,20,20,49,16,89,83,18,24,36,17,56,13,36,99,71,72,21,55,36,52,51,63,30,16,22,50,58,30,42,44,26,74,42,36,61,13,32,29,56,15,51,16,44,28,45,99,23,86,48,78,24,21,29,25,40,34,33,38,27,27,66,38,36,85,92,33,34,18,7,87,27,56,37,29,16,28,38,23,68,35,70,21,26,20,62,46,83,24,55,36,22,61,96,83,47,9
151,24,42,16,32,36,30,38,40,31,85,95,66,66,56,32,61,41,36,37,29,96,88,16,83,99,32,93,30,92,94,44,40,30,38,41,15,25,48,32,21,30,69,28,46,25,59,77,82,11,14,30,93,44,65,17,40,22,34,38,47,33,7,99,34,88,38,53,40,20,60,20,3,38,98,93,37,28,82,36,70,74,31,24,42,30,77,43,69,66,34,99,61,84,17,16,49,62,31,42,54,71,39,33,32,36,34,51,31,17,51,32,36,52,41,26,81,20,72,82,44,53,17,33,30,64,56,87,79,99,98,21,99,14,30,42,40,66,26,36,32,63,38,97,11,24,67,5,38,40,46,27,29,70,61,82,26,66,67,36,94,32,9,38,33,7,82,50,30,62,20,45,16,48,41,98,94,46,84,81,32,35,35,24,49,45,36,3,30,46,36,45,76,69,51,52,59,96,35,98,84,34,44,19,51,58,98,65,32,26,64,44,40,88,96,28,32,32,87,84,38,80,65,73,34,67,86,88,83,69,50,30,30,25,50,71,37,24,21,42,14,42,20,82,11,79,19,79,21,44,5,50,47,74,27,22,61,80,22,46,80,53,44,84,39,36,36,50,18,25,60,32,22,33,99,38,69,32,51,26,53,50,30,32,36,37,36,23,26,79,95,27,35,88,35,56,32,56,33,18,34,21,68,48,40,64,92,31,76,58,50,11,51,57,57,81,54,76,38,21,24,19,38,40,17,26,42,14,24,44,86,77,21,40,64,19,36,16,97,40,5,66,88,39,41,24,90,77,67,26,18,74,25,22,16,23,41,67,50,15,85,66,24,8,27,34,54,91,20,26,48,54,91,42,22,38,36,17,38,24,35,49,78,72,21,23,28,24,51,63,30,16,20,51,53,30,39,49,26,74,47,38,36,22,31,28,52,74,30,15,42,26,45,99,31,86,48,84,26,21,30,69,40,36,33,38,42,23,66,38,28,86,91,33,33,18,7,87,27,89,32,45,19,19,40,23,93,81,70,26,26,63,84,48,30,28,12,36,32,61,57,83,46,11
152,22,42,42,32,40,20,23,40,26,97,18,67,66,56,40,46,19,9,37,32,89,88,16,83,97,32,94,30,73,90,26,42,28,38,35,15,23,48,23,21,30,71,28,46,30,30,42,82,36,14,30,93,44,58,17,40,24,34,38,47,33,50,97,34,86,40,29,35,20,45,20,3,38,98,91,37,28,82,36,70,74,31,26,42,28,78,44,82,62,35,99,62,57,17,16,66,62,31,25,36,69,38,20,30,35,33,47,55,17,65,32,36,41,39,24,63,19,40,82,44,47,17,32,31,99,29,82,80,32,87,21,99,14,97,42,42,64,26,38,16,94,34,14,11,26,67,5,38,46,30,27,27,38,57,84,24,66,76,48,23,32,7,38,33,7,85,51,30,63,20,5,15,48,41,98,94,46,89,75,32,35,35,23,54,47,36,3,30,46,36,42,80,71,33,54,60,87,39,95,86,34,44,19,51,58,98,83,32,52,68,43,38,92,86,28,27,21,88,91,44,80,59,61,32,68,87,88,64,69,50,30,30,33,47,95,56,24,21,66,14,42,16,83,16,87,93,42,26,44,5,52,49,78,28,87,86,80,22,38,85,51,44,74,42,62,34,50,18,25,62,28,24,44,98,46,58,32,51,26,66,54,30,30,30,37,38,49,45,84,90,27,35,87,32,56,34,56,33,18,34,21,22,40,29,32,92,54,94,58,50,11,34,58,55,33,75,76,36,19,77,19,38,42,17,26,43,14,24,44,47,90,23,34,62,22,30,17,97,47,5,72,94,38,56,26,88,62,65,26,72,69,25,67,16,21,41,83,50,15,86,60,34,8,27,42,56,91,26,26,58,52,91,42,26,35,28,17,39,57,30,92,72,71,23,23,36,24,8,63,32,16,22,36,33,30,32,47,54,78,40,36,17,13,33,28,52,15,54,15,42,25,46,99,30,80,48,85,24,19,40,65,40,36,36,36,40,36,66,39,35,84,92,37,32,20,7,87,31,57,19,45,15,19,41,23,93,84,70,24,26,66,80,43,5,42,22,36,32,61,83,85,44,11
153,34,44,46,32,36,20,41,40,28,91,18,36,75,57,79,46,24,11,37,32,85,28,12,83,97,32,88,32,96,91,58,40,30,36,42,5,24,50,30,21,40,71,28,36,26,29,57,82,9,14,30,92,52,61,18,40,24,34,42,47,33,29,97,22,90,42,55,36,23,42,20,3,38,98,91,42,28,66,36,68,80,31,26,42,30,78,84,68,62,42,89,68,79,17,21,67,73,31,25,58,69,57,19,46,42,64,46,31,23,65,32,36,52,41,24,85,28,42,80,44,53,17,40,28,99,39,91,83,34,44,31,99,14,99,54,42,74,26,35,41,5,34,14,11,28,58,9,38,40,29,30,38,38,72,84,26,37,84,48,91,33,7,33,33,7,87,52,30,61,28,42,15,48,98,96,94,46,77,86,39,35,35,29,54,52,36,3,47,50,39,8,80,68,40,98,60,86,35,98,92,36,44,17,51,60,34,65,32,52,70,32,38,92,82,28,92,21,87,84,46,70,59,61,32,66,88,88,36,20,50,30,30,49,58,50,56,23,21,42,12,40,19,79,39,87,22,42,23,44,32,52,89,72,32,21,47,82,30,38,86,51,44,22,42,17,28,44,18,32,66,32,24,44,99,39,58,32,51,28,67,54,30,30,90,16,34,25,46,8,90,32,26,25,46,64,34,36,86,80,26,24,23,48,26,32,88,34,95,58,51,11,63,44,53,33,82,34,39,19,82,19,35,36,17,25,49,14,24,42,70,92,19,35,41,19,30,17,38,47,5,72,94,34,60,36,84,31,65,23,16,66,28,67,16,24,25,83,52,24,86,62,34,8,33,49,92,32,30,26,44,50,92,42,41,24,28,17,24,85,34,93,48,72,22,23,28,24,15,59,28,16,22,52,33,30,25,47,26,74,42,36,55,25,33,28,52,15,56,19,44,28,46,99,21,48,34,86,28,19,33,23,13,35,35,36,42,37,66,55,35,86,92,37,32,18,7,74,31,92,19,29,23,30,31,23,94,82,65,26,19,20,28,41,12,36,65,36,34,69,84,85,44,9
